order_id,customer_id,price,quantity,order_date,region,product
17446,3072,174.43,3,2022-06-12,South,Gadget
17447,2295,360.22,6,2022-12-12,  WEST,Doohickey
17448,2528,75.35,7,2022-07-02,north,Doohickey
17449,2189,231.48,8,2022-05-19,,Widget
17450,1938,95.9,1,2022-08-12,South,Doohickey
17451,1761,171.54,7,2022-04-21,north,Widget
17452,4158,359.24,8,2022-06-30,EAST,Gadget
17453,1653,120.51,6,2022-02-21,EAST,Widget
17454,2669,344.02,8,2022-09-29, west ,Doohickey
17455,4032,250.49,3,2022-08-22,  WEST,Gadget
17456,4862,50.56,3,2022-04-27,EAST,Gadget
17457,3685,196.41,9,2022-11-23,EAST,Widget
17458,4899,435.26,9,2022-05-03,north,Doohickey
17459,3538,494.7,1,2022-12-26,South,Doohickey
17460,2931,187.62,6,2022-08-26,  WEST,Doohickey
17461,4212,32.16,2,2022-12-24,,Gadget
17462,4939,69.44,3,2022-07-07,north,Doohickey
17463,2126,395.13,2,2022-02-24, west ,Widget
17464,4297,329.61,9,2022-07-10,South,Gadget
17465,2925,146.08,1,2022-01-16,South,Doohickey
17466,1574,198.69,9,2022-07-10,EAST,Gadget
17467,3341,406.52,7,2022-02-01,EAST,Doohickey
17468,3943,209.49,7,2022-08-03,  WEST,Widget
17469,2329,379.11,7,2022-06-22,EAST,Gadget
17470,2277,151.13,3,2022-05-26,EAST,Widget
17471,2203,363.78,1,2022-08-29,EAST,Widget
17472,1039,235.87,9,2022-10-16,South,Widget
17473,3823,274.95,3,2022-07-03,,Gadget
17474,4772,301.37,2,2022-12-07, west ,Gadget
17475,1519,228.03,9,2022-08-24,South,Widget
17476,2639,235.74,5,2022-12-09,South,Doohickey
17477,4808,136.53,6,2022-01-21,  WEST,Widget
17478,3593,492.95,9,2022-05-15,  WEST,Doohickey
17479,3283,453.38,1,2022-06-29,,Widget
17480,1462,266.05,8,2022-12-26,EAST,Widget
17481,2251,22.14,3,2022-04-27,EAST,Widget
17482,4771,88.37,3,2022-09-21,South,Doohickey
17483,2848,427.7,4,2022-01-13,  WEST,Doohickey
17484,1482,465.75,3,2022-10-20,EAST,Doohickey
17485,3477,84.84,1,2022-08-07,north,Gadget
17486,4093,368.59,7,2022-02-12,South,Doohickey
17487,1342,313.4,2,2022-04-28,  WEST,Doohickey
17488,4111,155.18,1,2022-12-31,EAST,Gadget
17489,2196,220.87,6,2022-01-27,north,Widget
17490,2462,340.25,6,2022-09-17,north,Widget
17491,2202,55.14,6,2022-09-09,South,Doohickey
17492,2621,98.58,2,2022-11-21,South,Widget
17493,3180,21.49,5,2022-02-08,,Widget
17494,3398,451.59,3,2022-04-13,north,Widget
17495,4596,289.08,7,2022-04-01,north,Doohickey
17496,4611,264.1,7,2022-01-14,north,Widget
17497,3553,354.59,9,2022-01-04,EAST,Widget
17498,3131,494.23,4,2022-09-16,South,Gadget
17499,1992,90.26,5,2022-05-23,north,Doohickey
17500,4535,70.89,4,2022-05-03,,Gadget
17501,3877,150.92,1,2022-04-26,north,Widget
17502,3908,452.45,4,2022-09-11,South,Doohickey
17503,3390,208.67,3,2022-09-10,South,Doohickey
17504,4351,397.78,4,2022-07-08,,Doohickey
17505,3913,105.45,3,2022-08-09, west ,Gadget
17506,4334,249.33,5,2022-11-25,north,Gadget
17507,2189,68.1,4,2022-07-05, west ,Doohickey
17508,3340,209.38,9,2022-10-11,South,Gadget
17509,4580,134.83,4,2022-12-13,South,Gadget
17510,2603,276.97,3,2022-05-23,EAST,Widget
17511,4297,391.3,9,2022-04-16,EAST,Gadget
17512,2193,469.49,9,2022-04-03,  WEST,Gadget
17513,1597,145.5,7,2022-02-22,north,Gadget
17514,1644,372.85,5,2022-05-31,north,Doohickey
17515,1447,443.37,8,2022-11-23,EAST,Doohickey
17516,3737,66.8,7,2022-06-23,South,Widget
17517,4049,295.04,7,2022-11-27,north,Widget
17518,3902,307.86,7,2022-12-11,,Doohickey
17519,3549,139.83,3,2022-11-21,  WEST,Widget
17520,1763,16.14,2,2022-01-21,,Widget
17521,4598,132.07,2,2022-02-16,EAST,Widget
17522,1734,294.44,1,2022-09-25,  WEST,Doohickey
17523,4450,102.24,3,2022-05-18,,Widget
17524,4272,147.24,4,2022-08-25,EAST,Gadget
17525,2642,355.42,4,2022-02-13,South,Widget
17526,3297,202.17,9,2022-02-26,EAST,Gadget
17527,4480,37.39,7,2022-02-15,EAST,Widget
17528,1600,202.59,9,2022-10-26,,Gadget
17529,3172,499.89,7,2022-09-15,,Widget
17530,3160,134.22,7,2022-05-05,  WEST,Gadget
17531,1980,136.3,7,2022-12-05,South,Doohickey
17532,4208,89.09,5,2022-10-19,north,Gadget
17533,2782,139.46,9,2022-03-06,South,Doohickey
17534,4567,289.5,6,2022-07-07,South,Gadget
17535,4749,482.48,1,2022-05-29, west ,Widget
17536,3197,305.81,6,2022-01-21,north,Widget
17537,3922,207.87,9,2022-07-17,EAST,Doohickey
17538,3390,197.87,7,2022-07-25,EAST,Widget
17539,1579,16.99,1,2022-03-11,South,Gadget
17540,4804,6.26,9,2022-03-15,EAST,Gadget
17541,1782,399.61,2,2022-10-31, west ,Widget
17542,3368,247.63,7,2022-09-04,South,Widget
17543,3869,21.44,7,2022-08-01,EAST,Gadget
17544,4997,146.58,1,2022-08-01,,Doohickey
17545,4932,181.56,6,2022-11-16,north,Widget
17546,1531,392.73,5,2022-09-19,South,Gadget
17547,4360,220.02,3,2022-12-18, west ,Doohickey
17548,2512,395.7,2,2022-04-03, west ,Gadget
17549,3539,318.7,6,2022-06-19,,Widget
17550,1611,21.4,6,2022-03-02,,Gadget
17551,3299,484.5,2,2022-12-13,EAST,Gadget
17552,3005,94.81,6,2022-01-07,EAST,Doohickey
17553,2100,141.43,6,2022-04-15,South,Gadget
17554,2670,405.6,5,2022-09-12,north,Widget
17555,2415,98.97,4,2022-01-01,,Gadget
17556,2435,203.54,4,2022-01-31, west ,Doohickey
17557,3220,433.17,7,2022-12-05,EAST,Gadget
17558,1874,320.45,8,2022-10-03,EAST,Doohickey
17559,3248,154.53,2,2022-07-02,EAST,Widget
17560,1216,323.8,5,2022-07-28,EAST,Doohickey
17561,1375,407.25,8,2022-09-05,EAST,Doohickey
17562,4791,204.93,2,2022-09-07,  WEST,Doohickey
17563,2609,287.98,9,2022-09-29,north,Widget
17564,1010,494.02,2,2022-10-28,  WEST,Gadget
17565,4870,482.46,4,2022-06-16, west ,Doohickey
17566,4839,256.97,4,2022-06-18,EAST,Gadget
17567,4083,52.59,1,2022-10-29,EAST,Gadget
17568,3939,351.84,1,2022-12-19,north,Widget
17569,2613,137.97,4,2022-10-08,,Widget
17570,3482,336.39,3,2022-12-07,north,Gadget
17571,4755,179.12,8,2022-07-14,  WEST,Gadget
17572,4679,360.79,9,2022-12-23, west ,Widget
17573,1817,186.82,2,2022-09-27,EAST,Widget
17574,4444,470.89,6,2022-11-17,South,Doohickey
17575,2296,72.65,8,2022-04-19,  WEST,Widget
17576,3978,38.86,6,2022-06-19,South,Doohickey
17577,4968,391.69,1,2022-12-27,  WEST,Doohickey
17578,4996,203.66,7,2022-04-12,EAST,Gadget
17579,1690,235.46,2,2022-11-20, west ,Doohickey
17580,2599,467.24,6,2022-03-15,EAST,Widget
17581,2532,297.01,3,2022-11-18,South,Widget
17582,2155,331.78,3,2022-06-24, west ,Gadget
17583,3902,14.64,1,2022-09-23,South,Gadget
17584,2947,336.9,8,2022-10-21,South,Gadget
17585,1783,197.23,7,2022-11-26,north,Doohickey
17586,3366,232.81,1,2022-08-10,north,Doohickey
17587,3891,404.98,1,2022-06-29,South,Widget
17588,2972,264.28,9,2022-04-07,  WEST,Doohickey
17589,2876,493.5,7,2022-12-16,EAST,Gadget
17590,3668,399.42,9,2022-07-06,north,Widget
17591,1784,365.65,9,2022-11-18,EAST,Widget
17592,4239,296.4,3,2022-09-29,South,Doohickey
17593,1396,209.14,9,2022-07-19,north,Gadget
17594,4251,31.17,8,2022-05-21,EAST,Widget
17595,2081,14.16,6,2022-12-15,EAST,Doohickey
17596,2503,28.15,5,2022-07-21,South,Doohickey
17597,3033,479.62,5,2022-06-28,north,Doohickey
17598,2614,164.99,5,2022-10-10,,Doohickey
17599,1459,351.8,2,2022-05-14,,Gadget
17600,3108,299.19,1,2022-11-22,EAST,Doohickey
17601,3416,287.98,2,2022-12-18,,Doohickey
17602,4192,291.72,3,2022-11-17,South,Doohickey
17603,3766,154.64,9,2022-08-06,,Widget
17604,1545,443.83,7,2022-11-13,EAST,Doohickey
17605,4653,460.01,4,2022-10-12,,Doohickey
17606,4088,324.04,5,2022-08-06,,Doohickey
17607,3543,432.65,2,2022-02-17,north,Gadget
17608,1496,34.69,3,2022-10-17,  WEST,Doohickey
17609,1504,54.69,7,2022-08-04,South,Widget
17610,4603,281.74,2,2022-10-18,EAST,Gadget
17611,4016,424.02,3,2022-07-12,,Gadget
17612,4386,161.14,6,2022-09-27,EAST,Doohickey
17613,2092,276.29,5,2022-12-09,,Doohickey
17614,4798,9.93,2,2022-12-01,EAST,Gadget
17615,3208,493.38,3,2022-07-27, west ,Doohickey
17616,2637,384.66,5,2022-08-20,north,Doohickey
17617,4959,183.9,8,2022-05-01,north,Doohickey
17618,1717,491.59,2,2022-01-12,  WEST,Doohickey
17619,4216,50.75,3,2022-03-23,South,Widget
17620,2592,234.77,4,2022-09-18,EAST,Doohickey
17621,4666,34.13,1,2022-01-03,  WEST,Widget
17622,4040,170.81,8,2022-10-26,  WEST,Doohickey
17623,2408,113.59,5,2022-12-25, west ,Gadget
17624,1268,161.69,2,2022-06-16,  WEST,Doohickey
17625,2946,473.97,4,2022-10-27,EAST,Widget
17626,2477,216.46,5,2022-07-25,EAST,Doohickey
17627,3746,165.81,1,2022-02-22,EAST,Gadget
17628,2541,322.18,4,2022-07-20,north,Doohickey
17629,1864,343.27,2,2022-02-17,South,Doohickey
17630,3397,491.97,6,2022-04-08,north,Doohickey
17631,1109,275.3,7,2022-06-21,  WEST,Doohickey
17632,4554,377.52,8,2022-06-10,,Gadget
17633,3454,194.17,6,2022-11-20,north,Gadget
17634,1649,89.66,5,2022-10-14,north,Gadget
17635,3098,217.77,9,2022-02-23, west ,Widget
17636,4474,212.29,3,2022-10-18,north,Doohickey
17637,4634,213.2,3,2022-09-07,South,Widget
17638,2499,349.23,4,2022-05-25,South,Gadget
17639,2110,,5,2022-03-24,South,Doohickey
17640,4139,477.31,5,2022-08-09,EAST,Widget
17641,1595,491.46,5,2022-04-23,EAST,Gadget
17642,1978,264.06,8,2022-02-12,EAST,Gadget
17643,4113,281.43,1,2022-04-13,South,Gadget
17644,1730,206.78,6,2022-06-11, west ,Gadget
17645,1056,181.02,3,2022-07-14,South,Widget
17646,3785,492.74,4,2022-08-03,EAST,Widget
17647,3243,25.13,5,2022-03-06,north,Doohickey
17648,2783,,9,2022-05-05, west ,Widget
17649,2701,79.91,8,2022-02-15,north,Gadget
17650,4133,364.51,4,2022-05-28,,Doohickey
17651,2286,101.25,8,2022-05-28,South,Gadget
17652,1111,442.9,7,2022-11-22, west ,Widget
17653,3812,190.37,2,2022-05-24,EAST,Gadget
17654,1710,458.99,5,2022-12-12,  WEST,Doohickey
17655,2201,493.35,8,2022-03-02,,Doohickey
17656,1947,386.73,4,2022-04-18,EAST,Widget
17657,1025,313.46,5,2022-06-29, west ,Widget
17658,3457,79.2,1,2022-02-17,South,Widget
17659,1757,466.86,8,2022-05-28,,Gadget
17660,3578,389.55,5,2022-03-03,,Widget
17661,2800,147.58,4,2022-06-27,north,Doohickey
17662,4388,236.91,3,2022-12-30, west ,Doohickey
17663,2555,38.49,8,2022-07-26,north,Doohickey
17664,4177,331.21,5,2022-12-21,  WEST,Doohickey
17665,3796,67.01,7,2022-01-12,South,Gadget
17666,2841,327.51,9,2022-09-13,South,Widget
17667,4535,337.42,9,2022-05-18,  WEST,Widget
17668,3293,165.69,9,2022-02-14, west ,Widget
17669,2104,474.59,4,2022-06-08,EAST,Widget
17670,1661,390.59,9,2022-09-01,  WEST,Gadget
17671,1908,250.88,7,2022-05-23,north,Gadget
17672,3443,459.69,9,2022-06-06,South,Doohickey
17673,1521,428.64,7,2022-11-14,north,Gadget
17674,2856,347.65,5,2022-05-19,EAST,Doohickey
17675,2759,80.72,5,2022-05-01, west ,Gadget
17676,3973,251.05,7,2022-05-16,EAST,Doohickey
17677,3311,432.89,4,2022-01-03,north,Gadget
17678,4732,306.4,6,2022-10-01,EAST,Widget
17679,1789,275.03,8,2022-04-01,north,Doohickey
17680,2297,477.84,1,2022-07-05,South,Widget
17681,2729,13.19,3,2022-09-20,South,Doohickey
17682,1171,10.96,3,2022-09-14,north,Gadget
17683,1264,446.95,5,2022-05-13,north,Doohickey
17684,2986,24.08,2,2022-06-16, west ,Doohickey
17685,4893,169.61,2,2022-01-18,EAST,Doohickey
17686,2049,462.39,5,2022-09-29,South,Widget
17687,2492,347.12,3,2022-03-17,  WEST,Gadget
17688,2885,325.84,1,2022-04-18,north,Gadget
17689,1475,330.21,6,2022-08-10,  WEST,Widget
17690,3403,162.23,4,2022-12-03,EAST,Widget
17691,2049,267.61,7,2022-08-19,South,Gadget
17692,1033,316.84,7,2022-03-09,South,Doohickey
17693,3311,156.33,9,2022-04-17, west ,Doohickey
17694,2161,398.71,4,2022-08-08, west ,Widget
17695,1815,164.27,2,2022-08-17,South,Doohickey
17696,4766,40.36,9,2022-09-15,north,Gadget
17697,3922,104.72,5,2022-05-05,north,Gadget
17698,1753,207.16,9,2022-08-29,South,Gadget
17699,1565,454.49,7,2022-09-16,EAST,Widget
17700,1461,210.8,6,2022-06-28, west ,Doohickey
17701,4239,49.45,2,2022-11-21,South,Widget
17702,2654,102.25,3,2022-02-08,EAST,Gadget
17703,3702,274.51,4,2022-11-06,north,Widget
17704,1080,92.94,4,2022-01-12,South,Widget
17705,3804,36.66,7,2022-09-27,South,Doohickey
17706,2937,358.84,8,2022-01-03,,Gadget
17707,4935,393.25,7,2022-09-07,,Widget
17708,1869,426.06,6,2022-04-17,South,Doohickey
17709,2430,422.75,6,2022-12-31,South,Widget
17710,4645,192.73,2,2022-09-10,,Gadget
17711,2069,368.56,8,2022-08-10,South,Widget
17712,1598,293.85,1,2022-01-19,north,Widget
17713,2634,16.57,8,2022-04-02,,Widget
17714,1806,203.79,8,2022-08-26,EAST,Gadget
17715,2934,31.18,9,2022-07-15,South,Doohickey
17716,2076,46.26,5,2022-06-07,South,Gadget
17717,4031,32.72,5,2022-05-26,South,Doohickey
17718,1703,480.67,6,2022-11-18, west ,Widget
17719,3523,422.88,9,2022-06-19,north,Gadget
17720,3639,222.36,8,2022-10-24,South,Gadget
17721,3063,127.76,2,2022-04-07,  WEST,Gadget
17722,4431,40.86,5,2022-04-06,South,Widget
17723,1486,218.44,4,2022-08-01,north,Widget
17724,4909,302.17,4,2022-10-23,north,Gadget
17725,1705,399.57,1,2022-09-29,north,Doohickey
17726,2525,30.52,7,2022-08-04, west ,Widget
17727,2164,211.85,5,2022-06-08,South,Doohickey
17728,1619,488.54,9,2022-06-30,EAST,Gadget
17729,4886,64.76,1,2022-07-06,South,Gadget
17730,4066,203.15,7,2022-03-27,north,Widget
17731,1776,141.15,6,2022-10-08,,Widget
17732,1446,71.35,2,2022-10-20,north,Widget
17733,3337,420.28,9,2022-02-05,,Doohickey
17734,1208,350.07,8,2022-05-27,South,Doohickey
17735,2498,208.72,9,2022-09-14,South,Doohickey
17736,3460,187.69,2,2022-04-25, west ,Doohickey
17737,3724,414.74,3,2022-02-25,  WEST,Widget
17738,2450,49.94,6,2022-10-04,EAST,Widget
17739,2877,77.68,6,2022-08-03,EAST,Doohickey
17740,4442,453.74,4,2022-02-11,north,Gadget
17741,4903,409.52,5,2022-06-04,South,Widget
17742,3711,388.56,9,2022-02-02,north,Gadget
17743,3337,313.87,1,2022-10-08,South,Gadget
17744,4503,149.76,5,2022-10-25,EAST,Doohickey
17745,2291,467.72,3,2022-06-19,South,Widget
17746,3198,248.48,6,2022-06-05,EAST,Gadget
17747,2742,143.91,2,2022-01-14,,Widget
17748,2278,185.96,5,2022-09-24,South,Doohickey
17749,4424,13.34,9,2022-10-02, west ,Widget
17750,2400,131.3,5,2022-06-07,EAST,Doohickey
17751,2676,98.04,4,2022-08-25,EAST,Doohickey
17752,1854,72.1,4,2022-12-06,EAST,Doohickey
17753,2381,20.91,9,2022-02-11, west ,Gadget
17754,3655,117.3,9,2022-03-30,north,Gadget
17755,3417,56.24,9,2022-11-27,EAST,Gadget
17756,4298,27.34,6,2022-11-17,EAST,Widget
17757,1704,72.97,1,2022-05-21,South,Doohickey
17758,4374,105.19,4,2022-09-30,north,Gadget
17759,1825,210.9,2,2022-04-29,north,Widget
17760,2004,293.93,7,2022-04-24,EAST,Doohickey
17761,4460,164.52,8,2022-08-12,South,Doohickey
17762,1376,74.92,8,2022-07-23,South,Widget
17763,1972,470.46,9,2022-09-26, west ,Doohickey
17764,1117,259.85,9,2022-12-05,South,Doohickey
17765,4076,372.23,4,2022-09-16,South,Widget
17766,1443,348.75,9,2022-09-25,,Widget
17767,4423,146.02,4,2022-05-24,  WEST,Gadget
17768,1754,282.13,6,2022-02-08,,Widget
17769,4604,303.07,8,2022-09-24, west ,Doohickey
17770,4735,179.14,4,2022-09-21,EAST,Doohickey
17771,1639,337.03,7,2022-11-13,,Doohickey
17772,3171,396.38,5,2022-08-10,EAST,Doohickey
17773,3705,185.28,8,2022-06-09,South,Widget
17774,2300,12.38,7,2022-10-29,EAST,Widget
17775,3869,177.92,8,2022-08-01,EAST,Widget
17776,4465,62.82,8,2022-03-01,South,Gadget
17777,3711,82.03,8,2022-06-03,South,Doohickey
17778,3407,186.14,7,2022-06-17,South,Doohickey
17779,1622,107.77,4,2022-02-22,EAST,Doohickey
17780,2492,467.77,7,2022-10-23,north,Doohickey
17781,3008,328.14,4,2022-01-11,north,Doohickey
17782,2651,261.59,4,2022-06-09,north,Widget
17783,2723,9.81,7,2022-09-18,EAST,Gadget
17784,4128,56.29,7,2022-03-20,north,Gadget
17785,4322,395.3,3,2022-07-28,north,Gadget
17786,2919,197.92,1,2022-09-27, west ,Widget
17787,1918,27.52,9,2022-02-27,EAST,Gadget
17788,2173,413.65,1,2022-03-03,EAST,Widget
17789,3499,154.81,6,2022-02-16,EAST,Gadget
17790,2185,196.22,2,2022-03-14,  WEST,Doohickey
17791,1119,487.31,6,2022-07-10,South,Widget
17792,1581,12.68,1,2022-05-22,EAST,Widget
17793,2947,362.06,2,2022-09-06,South,Gadget
17794,4422,474.7,5,2022-04-16, west ,Widget
17795,3146,36.61,1,2022-12-02,  WEST,Gadget
17796,2190,433.71,2,2022-05-20,South,Widget
17797,4881,211.04,4,2022-02-28, west ,Widget
17798,2686,439.61,7,2022-02-27,EAST,Gadget
17799,4909,157.6,9,2022-04-12,north,Gadget
17800,2999,491.42,4,2022-07-22,  WEST,Widget
17801,3561,325.29,1,2022-05-07,north,Doohickey
17802,3711,315.41,2,2022-12-18,EAST,Gadget
17803,1400,403.92,1,2022-04-21,,Gadget
17804,3412,221.11,7,2022-04-21,EAST,Doohickey
17805,4648,133.04,1,2022-06-09,north,Gadget
17806,2349,135.15,9,2022-04-16,,Doohickey
17807,3628,168.65,7,2022-10-17,EAST,Widget
17808,2656,310.59,4,2022-06-16,South,Gadget
17809,1620,420.0,4,2022-02-24,EAST,Doohickey
17810,3875,252.29,2,2022-12-14,,Doohickey
17811,1246,204.71,8,2022-08-13,  WEST,Doohickey
17812,3481,397.95,6,2022-03-17,South,Gadget
17813,2116,148.39,2,2022-01-29,EAST,Gadget
17814,4339,346.07,6,2022-03-31,north,Doohickey
17815,3662,57.37,6,2022-04-10,South,Widget
17816,3990,61.05,8,2022-03-30,  WEST,Doohickey
17817,4010,323.81,9,2022-02-10,north,Widget
17818,1623,45.96,8,2022-04-30, west ,Doohickey
17819,3368,81.75,5,2022-04-29,north,Doohickey
17820,4994,314.06,9,2022-11-30,South,Gadget
17821,2839,221.91,4,2022-08-27,  WEST,Gadget
17822,3903,282.84,6,2022-02-25,South,Widget
17823,3109,488.59,3,2022-06-23, west ,Doohickey
17824,1299,317.82,9,2022-06-10, west ,Gadget
17825,1402,297.47,9,2022-09-20,north,Doohickey
17826,4002,193.17,6,2022-05-02,South,Doohickey
17827,2671,317.28,7,2022-12-10,north,Doohickey
17828,4638,11.43,8,2022-02-18,  WEST,Gadget
17829,4691,280.87,4,2022-08-19,EAST,Widget
17830,4374,39.1,1,2022-06-05,,Gadget
17831,4841,113.99,9,2022-02-07,South,Doohickey
17832,1252,283.74,3,2022-12-28,EAST,Doohickey
17833,2757,335.64,5,2022-05-04, west ,Doohickey
17834,3525,195.47,3,2022-01-21,EAST,Doohickey
17835,2392,212.4,4,2022-04-17,  WEST,Doohickey
17836,4750,251.52,9,2022-12-25,  WEST,Doohickey
17837,2964,380.74,2,2022-08-06, west ,Widget
17838,1159,13.73,2,2022-07-01, west ,Doohickey
17839,4008,226.3,3,2022-04-23,South,Widget
17840,4237,12.07,4,2022-04-14,South,Gadget
17841,1204,162.98,2,2022-12-12,,Widget
17842,4338,262.33,9,2022-10-01,South,Doohickey
17843,2161,44.56,5,2022-01-19,EAST,Widget
17844,2391,245.18,3,2022-03-09,  WEST,Gadget
17845,4514,462.66,4,2022-08-29, west ,Widget
17846,1857,344.24,2,2022-09-09,north,Widget
17847,1759,392.22,1,2022-09-29,EAST,Widget
17848,2590,292.31,5,2022-12-11,South,Widget
17849,4987,448.7,6,2022-01-25, west ,Gadget
17850,3768,77.7,2,2022-10-29, west ,Doohickey
17851,4088,227.64,2,2022-09-09, west ,Gadget
17852,3115,300.53,6,2022-11-09,north,Gadget
17853,1132,437.37,6,2022-06-17,South,Widget
17854,2723,157.47,1,2022-12-17,South,Widget
17855,3966,5.56,7,2022-09-19,South,Widget
17856,1429,487.33,3,2022-06-02,EAST,Widget
17857,3355,17.86,5,2022-11-26,South,Gadget
17858,3697,80.42,8,2022-02-26,South,Gadget
17859,2197,213.91,6,2022-02-28,,Widget
17860,3459,250.7,8,2022-07-01,  WEST,Widget
17861,1096,418.06,1,2022-10-19,,Widget
17862,2706,226.67,8,2022-03-02,north,Widget
17863,2177,275.98,3,2022-08-21,,Gadget
17864,2718,104.0,8,2022-06-06,South,Gadget
17865,2265,286.73,9,2022-08-08,,Gadget
17866,2327,177.45,3,2022-02-12,EAST,Gadget
17867,2308,53.87,4,2022-12-04,EAST,Widget
17868,2050,473.5,4,2022-03-02,South,Gadget
17869,4473,45.43,2,2022-04-22,  WEST,Gadget
17870,2383,340.55,9,2022-08-28,north,Doohickey
17871,4131,454.56,9,2022-08-28,EAST,Widget
17872,3249,93.71,7,2022-11-28,EAST,Doohickey
17873,3809,122.37,7,2022-08-16, west ,Doohickey
17874,3921,216.22,8,2022-09-23,EAST,Gadget
17875,1580,150.78,3,2022-05-11,South,Widget
17876,3417,380.72,2,2022-06-06,north,Gadget
17877,1532,172.39,4,2022-01-07,north,Widget
17878,2175,492.99,1,2022-02-04, west ,Doohickey
17879,2125,430.1,7,2022-03-25,EAST,Doohickey
17880,1898,448.2,8,2022-10-16, west ,Widget
17881,3654,36.51,6,2022-08-07,South,Doohickey
17882,2469,92.27,1,2022-08-17,,Doohickey
17883,3920,88.84,7,2022-10-30,EAST,Doohickey
17884,2252,337.62,2,2022-04-28,South,Widget
17885,4196,10.9,3,2022-12-10,north,Widget
17886,1769,404.18,5,2022-10-14,,Widget
17887,1833,275.79,6,2022-12-19,  WEST,Doohickey
17888,4046,285.32,6,2022-07-29,  WEST,Doohickey
17889,2904,270.98,7,2022-11-18,north,Gadget
17890,3985,270.0,6,2022-03-22,north,Widget
17891,3283,102.95,8,2022-02-06,north,Doohickey
17892,3209,145.17,9,2022-08-19, west ,Doohickey
17893,1553,246.37,7,2022-04-22,EAST,Widget
17894,3835,340.53,7,2022-05-22, west ,Widget
17895,4424,139.62,3,2022-12-28,  WEST,Widget
17896,2091,404.04,2,2022-07-26,EAST,Gadget
17897,2196,406.24,7,2022-11-21,South,Doohickey
17898,4914,140.57,7,2022-11-03,South,Widget
17899,2660,282.23,4,2022-01-31,,Gadget
17900,4753,177.72,7,2022-03-28,South,Gadget
17901,1558,99.39,7,2022-06-11,north,Doohickey
17902,1260,403.97,7,2022-02-17,north,Widget
17903,3264,495.78,9,2022-12-14,EAST,Doohickey
17904,2840,285.03,1,2022-09-01,north,Doohickey
17905,2147,457.4,9,2022-01-30, west ,Gadget
17906,1804,322.87,4,2022-10-28,north,Doohickey
17907,2185,285.03,4,2022-03-03,north,Doohickey
17908,3248,242.67,4,2022-12-25,north,Doohickey
17909,4525,121.68,5,2022-10-17,EAST,Widget
17910,3449,46.71,1,2022-06-25,north,Doohickey
17911,4533,223.96,4,2022-12-10,north,Widget
17912,1274,282.85,6,2022-02-22,EAST,Doohickey
17913,1205,257.18,4,2022-05-04,EAST,Gadget
17914,4111,349.31,5,2022-01-07,South,Doohickey
17915,4344,100.09,1,2022-03-17,north,Doohickey
17916,2723,180.33,9,2022-07-25,South,Gadget
17917,1866,210.71,7,2022-12-06,,Doohickey
17918,1092,97.33,8,2022-08-12,EAST,Doohickey
17919,2065,453.7,8,2022-09-07, west ,Gadget
17920,4536,342.35,8,2022-02-16,South,Gadget
17921,3426,50.47,4,2022-06-14,South,Doohickey
17922,4178,357.84,8,2022-11-11,EAST,Doohickey
17923,2351,276.15,9,2022-03-30,north,Widget
17924,3112,264.35,3,2022-10-04,  WEST,Gadget
17925,1364,494.94,7,2022-12-12, west ,Gadget
17926,1820,311.01,7,2022-08-16,north,Doohickey
17927,2507,448.88,6,2022-02-19, west ,Gadget
17928,4718,457.21,2,2022-12-16,north,Widget
17929,3029,55.2,3,2022-04-21,  WEST,Widget
17930,2924,9.14,7,2022-07-29,  WEST,Doohickey
17931,4095,220.46,8,2022-12-25,South,Doohickey
17932,3587,385.8,7,2022-07-04,South,Gadget
17933,2085,412.98,8,2022-03-29,north,Doohickey
17934,3538,394.81,3,2022-12-09,,Gadget
17935,2296,226.41,7,2022-08-28,north,Widget
17936,3276,376.23,6,2022-11-07, west ,Widget
17937,2043,360.79,3,2022-07-20,north,Gadget
17938,1002,160.34,3,2022-03-10,north,Doohickey
17939,4492,88.52,4,2022-01-21,north,Widget
17940,2753,312.6,1,2022-08-05,,Doohickey
17941,1910,340.16,6,2022-07-05,north,Widget
17942,1306,286.15,4,2022-10-25, west ,Gadget
17943,3479,110.52,2,2022-09-07, west ,Gadget
17944,1135,141.95,9,2022-12-05,EAST,Widget
17945,2932,355.7,5,2022-12-20,  WEST,Gadget
17946,3562,481.5,4,2022-06-10,EAST,Doohickey
17947,3240,472.69,4,2022-10-19,north,Widget
17948,2608,,4,2022-03-11,north,Widget
17949,2438,443.85,5,2022-09-18,South,Widget
17950,1872,19.58,3,2022-06-21,South,Gadget
17951,2141,431.27,7,2022-10-24,South,Widget
17952,1665,240.69,6,2022-06-25,,Gadget
17953,1208,391.86,1,2022-07-08,EAST,Gadget
17954,1951,7.76,4,2022-03-09,,Doohickey
17955,2057,434.94,5,2022-08-15,South,Doohickey
17956,1648,299.51,3,2022-05-07,South,Doohickey
17957,2341,123.91,1,2022-10-09,EAST,Widget
17958,3167,177.0,4,2022-02-15, west ,Gadget
17959,1626,104.33,6,2022-12-08,  WEST,Gadget
17960,1524,215.08,5,2022-03-01,South,Doohickey
17961,2604,168.35,7,2022-12-04,EAST,Doohickey
17962,2868,269.58,4,2022-08-24,South,Gadget
17963,1768,408.32,2,2022-12-29,,Doohickey
17964,4160,491.23,9,2022-08-17,South,Doohickey
17965,3559,129.47,6,2022-03-17,EAST,Widget
17966,3094,57.72,5,2022-06-16,  WEST,Gadget
